komentar,label
Saya bersaksi bahwa bapak soeharto sangat teramat pantas dan negara harus wajib memberikan gelar pahlawan nasional kepada beliau. jasa-jasa beliau selama memimpin tidak bisa tergantikan.sesungguhnya Para kader PDIP itu sendirilah yang antek dan sarang palu arit,0
"usut tuntas ucapan saudari ripka, suruh buktikan ucapan mereka, apa jasa mereka, baru jadi kader pdip bicara se enaknya",1
"pak harto ragamu tidak terlihat lagi, tapi pak Harto tetap di hati kami, Bapak pembangunan bapak yang cinta ulama, Bapak yang banyak bangun masjid seluruh nusantara Bapak harto yang merakyat negri aman sembako murah, rindu kala itu. alfatihah buat pk soeharto. ðŸ¤²ðŸ¤²ðŸ¤²",1
bagus biar tdk seenaknya ngomong pak suharto,1
sangat setuju kalo ciptaning di laporkan ke polis,0
"pak Harto presiden terbaik, dari semua presiden indonesia.",1
jangan sampai rakyat yang menyukai pak harto ambil tindakan sama yang suka jelek-jelekin pak harto,0
bagi orang cerdas dan jujur dan paham sejarah yang sebenar nya sejak tahun 65 pasti cinta ke pak suharto,1
PRESIDEN SOEHARTO ADALAH PAHLAWAN NASIONAL DAN PRESIDEN SOEHARTO ADALAH BAPAK PEMBANGUNAN.,1
"betul mas ,dituntut saja ,politikus harus santun dan nyata",0
tuntut ciptaning dan pdip,0
cocok bang.. maju terus... biar mrk tau etika dan tidak hanya men jelek2 an tokoh bangsa. mereka emang siapa,1
adil biar ga seenak jidatnya gomongðŸ‘ðŸ‘,1
politisi PDIP ini sudah seharusnya dilaporkan kepada pihak yang berwajib karena membuat pernyataan yang sangat mencederai keluarga besar almarhum bapak Soeharto,0
Penjarakan,0
kalau.perlu penjarakan seumur hidup,0
betul penjarakan se umur hidup gerwani nyata itu..,0
Soeharto tetap di hati,1
"pak Soeharto bapak pembangunan,kalo tanpa beliau kita tidak seperti sekarang",1
laporkan dan penjarakanðŸ‘ðŸ‘ðŸ‘ðŸ‘,0
bapak Presiden Ke 2 Soeharto adalah Presiden terbaik dia peduli rakyat mensejahtrakan masyarakat negara aman aman memakmutkan petani meningkatkan pendidikan,1
saya rasakan jaman bapak Suharto sangat adem ayem,1
isu pahlawan nasional bisa memancing mereka keluar . mantap pak prabowo,1
dia masih sakit hati dia itu kan anak turunan pki,0
pak Harto lebih pantas jadi pahlawan nasional,1
mantap sdh ini yg saya mau dengar ayoo pak laporkan dan tangkap mereka biar dia rasakan juga namax jeruji penjara,0
Proses hukum.....biar Dia tau rasa,0
Tangkap segera,0
Ternyata yang downfall siapa gesssss??? Beliau?,1
mau dipaksain positif vibes juga gabisa rul.,0
eh zize bapak lu noh lg bersih2 nama elu,0
Bro merasa dirinya Ariel tatum ðŸ˜­,0
ayah zize nyindir arhan,1
"Ga ada yang editin, jadi edit sendiri ðŸ˜­",1
"aku nemu foto ini, yaallah ngakak bangetðŸ˜­",1
"udah ada temennya tuh zah, Jule sama nisaðŸ˜­",1
MUKA GA SEBERAPA NYAKITIN NYA GA KIRA KIRA NURUL NURUL,0
ANAK ABI LC,0
"zize,jule,nisa,luthfi,bikin gc sana",1
"idiiiiiihhhhh hueegggg, muka aal mewakili banget ðŸ˜­ðŸ˜­ðŸ˜­",1
downfall era rul? definisi makan ludah sendiri hahahaha,0
Pada biadab semua termasuk lu zize,0
Nurul mallu ga sii ditolak hampir seindonesiaðŸ™ˆðŸ™ˆ,0
"semangat kak,kamu sendirianðŸ˜š",0
BERANI BGT NONGOL DI FYP GUEEEE NURUUULLL,0
vibe nya udh beda mau sepositif apapun itu,1
HAL TERSIAL ARHAN ADALAH MENIKAH SAMA KAMU!,0
kalo bukan arhan gw gak tau dia siapa ðŸ™ƒ,0
"aura nya ituloh, aur auran ðŸ¥°",0
masih berani upload foto dia,0
Heran banget masih ada yg bela nurul kenyataannya kelakuannya kyk gitu kenapa tutup mata sih,0
tenang zah kamu sendirian kok:),0
cuihhh,0
Kalian minggir dulu !,1
nurul : makasiiyyy ya jul berkat lu berita gw tenggelemðŸ˜‚,1
aura negatif nya kuat bngt,0
kalau ga karna arhan gatau zize,0
PUAS BGT BACAIN KOMEN ðŸ¤£ðŸ™ðŸ»,1
aura jablai nya kuat bgt,0
Yang ngomong dalam hati dicatat juga yaa ðŸ˜­ðŸ™,1
"percuma dihujat gabakal di dengerin gess, dia punya uang ðŸ’¸",0
"ngapain hi hi , org ga kenalðŸ˜­",0
semoga arahan dapat wanita yg baik2 dan tulus..,1
zize anjjjjðŸ˜­,0
"kalian pada kenapa sih, dia udh berusaha jadi yang terbaik kok tapi tetep gabisa",0
the power of ratu iclik,1
gamau maapin semua salah lo:(,0
padahal arhan yang bantu sampe kaya gini,1
hok cuhh,0
masyaallah cantikkk banget Pratama Arhan punya IstriðŸ˜Š,1
sebel ga sih ges?,1
kak masyaallah nggak cape apa cantik terus,1
Gua kalo mau temenan keknya mikir2 dah wkwkwk tkt bgt ngembat suami,0
pret,0
berani ya dia,1
komennya beneran mewakili ðŸ˜‚,1
Arhan sebaik itu loh kaaâ€¦.,1
nyakitin nya luar biasa,0
kalian aja deh yg ngomongðŸ˜£,1
vibes nya istri idaman bgt yaa,1
kenapa gak minta aku yg editin video nya zuyy?ðŸ¤­,1
dh masuk grup blm zah?,1
"kalo emg pernikahan mereka karna perjodohan, sebaik apapun pasangan kalo emng masih mau bebas ya ttp mau bebas guysðŸ™‚ ga semua nya bisa di samakanðŸ™‚ðŸ™",0
"kalau bukan karna nikah Ama arhan ga bakalan tau lu siyapa..tapi happy trs yah zize jalan kalain memang udah masing"" tapi mungkin emng ini terbaik buat kaliyan",1
berani2ny lewat fyp guaa,0
"hello ka zize semangat untuk hari-harinya. jadilah dirimu di versi tebaikmu ka, tanpa harus memikirkan ucapan seseorang yg Tidak tahu dengan isi hatimu. ðŸ˜‡",1
sehat sehat zizeâ¤,1
Julee harus belajar dri zize,1
cantik terus zize ðŸ˜âœ¨,1
"nggak akun nisa nggak zize, isinya hujatan semuaðŸ˜",1
"GUE PERNAH KETEMU ASLINYA ZIZE, CAKEPAN GUEEEE JAUHHHðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ ASLINYA EMH LBH CKEP DRI VIDEO TP STANDARRRRR AJAAA",0
fans arhan dan fans zz akur ulang yah kalianðŸ˜‚,1
Tim gatau zize kalo gasama arhan wkwk,0
saya masih di tim zize walaupun yg lain menghujat ... Krn pasti ada alasan berpisah. tak mungkin ada api klau ngak ada asap ðŸ¥°... semangat,1
semangatt zizeeeeðŸ¥°,1
proud of u zah aku tau km kuat â¤,1
"positif vibes bgt,sumpah boongðŸ™ðŸ»ðŸ˜­",0
kalo bukan karna arahan juga gue ga tau lu Nurul,0
siapa yang downfall?,1
cung yang tau dia gara2 nikah sama arhannðŸ‘†,0
Gapernah gua semuak ini liat artis yg bukan artis,0
haii kaa semangattt yahh akuu disiniiiðŸ¤ðŸ¤akuu nge fans arhan tapi ga ngebencii kaka and ga nge hujat kakaðŸ–¤ðŸ–¤ðŸ¤ðŸ¤â¤ðŸ’—ðŸ’—ðŸ’“ðŸ’“ðŸ’ž,1
HOOOOKKKKKKKK CUIHH...,0
Cantik,1
INTINYA HIDUP LO HARUS NGERTI BERSYUKUR NENGG,0
"ehh cantikuu lewat, sehat2 yaa zizuunya akuuuðŸ¥°ðŸ¥°ðŸ¥°",1
sehat2 Neng ðŸ˜‡ðŸ©µ,1
"semngat cantik.. ayo bangkit zah kmblikan snyummu,ceriamu, kbhgiaan mmanantimu..ðŸ¥°ðŸ¥°",1
semangat trus yh zahh,1
followers berkurang jah,1
cantikðŸ¥°,1
Kalian yg wakilkanðŸ™,1
masyaallah cantik banget kaka,1
cantik banget ciiiðŸ˜,1
kak cntikkk bgtt,1
"Lu aja semua yang ngomong, gua mau silent treatment dlu",1
cuihhh,0
cantik amatðŸ’—,1
hok cuh,0
Artis tahun kapan?ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»,0
cantiknya zizah,1
ga ada positive positive nya,0
gamau lihat,1
Cantikkk ðŸ©·ðŸ©·,1
kuat-kuat ya zize,1
Sakit jiwa,0
Berasa korban banget,0
"Kalo ga sma arhan,kita ga tau kamu siapa kakðŸ˜…",0
NGAPAIN SI SEGALA LEWAT,0
Tapi emg lintang mantep bgt sih,1
"""erica tuh endgame gw"" PREEEEETTTT",0
Ini pret nya kecepetan nggasi ðŸ˜­,0
"aloy "" ntar kalo vconk nyakitin erika ,gw maju paling depan buat erika "" keadaan aloy sekarang =",0
"""when i start i never stop"" prettttttttðŸ—¿ðŸ—¿",0
"gue berprinsip kalo kita nemuin pasangan di tempat ga bener, bakal ga bener juga endingnyaðŸ˜”",0
MANA NIH YANG MINTA DI SISAIN COWO SPEK BRAVY HAHAHAHAHA,0
"""gaboleh punya org"" wkwk udahtau tp masi direspon heran deh",1
siapa disini yg ga kaget?ðŸ¤£ðŸ™,1
"kata gue ape, yg tulus cuma penyanyi ðŸ˜­",0
MALU ANJIR MALUUU banget kalau gue jadi erikaaaðŸ˜­,0
2025 full cowoâ€ ketahuan selingkuhðŸ˜­ðŸ˜­,1
pngn muntah keinget podcastnya di deny cagur,0
kontrak selesai dan mission failed ðŸ˜¬ðŸ˜…,1
"emang cuma settingan mereka tuh,cuma pengen jatohin si pandaðŸ˜",0
dia cuma mau balas dendam sama dj pandaðŸ˜…,0
"mau"" nya lagi si lintang sama aki akiðŸ¤£",0
"orang anaknya Erika mirip Bravy,,,kasian si Panda dituduh",0
"emg kmren ada masalah personal sama panda aja itu kesempatan buat dia ngikut, aslinya mah ga beda jauhðŸ¤£",0
lintang kan udah ada cowooo. ngadi ngadi nih berita,1
"""jule menambah kan bravy ke grup""",1
Malu gasih ðŸ˜­,0
berarti cowo tulus tu gaada yaðŸ¥º,1
Emang mantap sih lintang,1
HAYOO LO SEMUA YG MINTA CWO KAYA BRAVY MUNCUL ðŸ¤£ðŸ¤£,0
Untung yg terkenal aloy bukan dia ðŸ¤£,0
"dari Erica, Bravy, Panda gua cuma suka liat Edward ajaðŸ¤£ðŸ¤£",1
apa kabar fans Bravy ðŸ˜,0
"udah bawa satu sirkel buat sindir sindiri si ono,malah yang ini mirip mirip,jangan jangan itu anaknya bravy bukan panda hmmmðŸ¤”",0
"dari lingkungannya aja kelihatan semua modelan kyak apa wkwk, ga terkejut klo ada berita2 negative diborong sama circle lingkungannya",0
Dan parahnya lagi si lintang yang di salahin jadi selingkuhan sama netizen@Aview,1
cowokÂ² begitu ngarepin apasi?ðŸ˜‚ ga kaget,0
Settingan ga si,1
"si bravy mah numpang eksis doang ke mba erðŸ˜‚, itu udh jdi niat si mnurutku.
ku lihat mba er juga ga trlalu mikirin hal kyk gitu,lebih fokus ke karir apalgi skrg udh ada andrew ,org2 problematic tinggal cut off aja",0
PRETTT LU BRAVY MUNGKIN NGELAMAR BUAT BAIK BAIKKN AJA YAA KMRIN,0
udah ada cwo itu si lintang tmn gw,1
densu dan om dedi pasti lagi muak bgtðŸ¤£ðŸ‘ðŸ»,0
trus maksudnya ngelamar itu apaan yaa bambangðŸ˜­,0
fans fomo pahlawan pada kaget pasti padahal Meraka aja yg fomo yg ngira dia org bener ðŸ¤£ðŸ¤£,0
Langian ngapain percaya aki2ðŸ¤£,0
arap yang udh nangis terharu bilek ðŸ—¿,1
DJ panda pasti ketawa terbahak-bahakÂ²,1
"Knp yaa artis2 hidup nya penuh dramaðŸ˜­ðŸ˜­ awal romastis, ngelamar lah, kepingin jdi garda terdepan , ujung2 nya beginiðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…",1
pahlawan is over kah ðŸ˜­,0
Target sudah tercapai dia hanya ingin balas dendam mengebu2 ke panda lewat si er setelah semua hancur kan di tinggal si er nya .,0
Mana nih yg sempet bandingin lamaran nya erbra sama elsyifðŸ˜‚,1
malu bgt pernah dukung bravyðŸ˜­ðŸ˜­,0
Setingan aja sih selama ini ðŸ˜…,1
mana nih yg kemarin-kemarin minta di sisain cowo kyk bravyðŸ˜­,0
gw lega banget erica gak sma aki aki njirrrr,0
HAHAHAHAHAH INI END NYA KAH? ATAU MASIH ADA EPISODE NYA?,1
podcast sana sini ehðŸ¤£,0
yaaa namanya juga nemu ditempat yang sama disitu2 juga brave sama panda wkwkwkk pasti gak beda jauhh dunia gitu samaâ˜ºâ˜º,0
"aloy :ntar kalau sampe dia nyakitin erika gua maju paling depan
aloy : Menghilang dari line",0
densu dan om dedi pasti lagi muak bgtðŸ¤£ðŸ‘ðŸ»,0
lintang seumuran sama gua,1
"fans nya akiÂ² tutup mata, kata nya gantle man mengakui kesalahan nya lah iya si cewe sengaja cepuin coba kl kaga pasti diemÂ² bae HAHAHAH",0
secepat ini pretnya bjir,0
Keknya kalo jadi erika lebih ke malu gasi drpd sakit hatiðŸ˜­,0
lagian cewe nya mau respon dah tau dua pasangan itu lagi gempar2nya ðŸ¤£,0
lgian jg bravy kek numpang tenar gt gksi,0
kontrak pahlawan nya udah selesai,1
si lintang juga ngerespon lgi wkwk pdhl dia kan udh punya cwoðŸ˜‚,0
DJ Panda gua rasa ketawa ngakak cekikikan liat berita ini,1
mana yang pernah bilang sisakan satu laki laki seperti bravyðŸ—¿,0
gak kaget krna dr awalll udhh tauu pastii kyk gnii berakhrðŸ˜‚,0
berita tergapenting :),1
Percayalah yng tiba tiba ngak suka ini sebenarnya fans aslinyaðŸ—¿,0
mkanya aloy bilang nikahNya nggu bravy nikah krn dy tau bravy seperti apa,0
"Wahh penting banget nih berita, bisa ngasih makan gua dan keluarga. Makasih yah",1
cowo kalo setia mati kh?,1
Kmren kan akal akalan dia supaya panda jatohðŸ¤£,0
Bener kata aloy kalo bravy gabakal nikahðŸ˜‚,0
HIDUP PENUH DENGAN SETTINGAN,0
"Katakan pretttt, semua akan pretttt",0
"semangat Ko Bravy, aku tau maksud dari DRAMA ini, keren Ko Brav",1
"kemarin pada muji2 si aki2 skrng pasti pada ngehujat habis2an , ga kagetlahðŸ¤£ðŸ¤£",0
kata gua sih emang udah di setting dari awalðŸ˜†,0
"yapp, semua akan pret pada waktunya",0
Kocakk pahlawan kesianganðŸ˜­,0
serius pret nyaa secepat inii??!ðŸ˜­ðŸ˜­,0
dasar aki aki,0
modelan kaya gitu dipercaya aja udah ngakak ðŸ˜­,0
"buat apa ganteng kalau gak bertanggung jawabðŸ˜…
anjayy ga tuh skrg netizan yg dulu mengagungÂ²kan superhero satu iniðŸ˜",0
hari hari liat orang selingkuh,1
apa yg mau diharapkan wkwkwk,0
gamau tau dan ga peduliðŸ˜­,1
wkwk pahlawan pahlawanannya udah selesai,0
apa yang di harapkan sama cwo club?,0
yah pdhl sicowo udah dibangga2in,0
katakan PREEETTT!,0
yang kaya gini di kasih panggung terus buset dah,0
ga penting bgt,1
"ingat yaaa, bravy kan musuhnya beliau, situ berharap apa?",0
"Wkwkwk ga heran, org dunia malam mana bs dipercaya",0
bravy lu se ganteng apa dah busett,0
Kmrn siapa hayo yg bilang bravi tulus hayo dia blm ketauan aja guys,0
dari awal udh gaenak badanðŸ™,1
dari awal juga udah nyangka gabakal nikah sama si hamil,0
Rencana jatuhin panda gagal ya rubah rencana lagi,0
Biasalah dunia malamðŸ˜‚,0
So ganteng lu bravy!!!,0
"""Erica endgame gue"" inget tidak lu ngomong gitu brav",1
ok mari kita unfoll,1
Anjir gakebayang se trauma apa erika sama percintaannya,1
PANSOSNYA SUKSES WKAKAKA,0
"Udh tua sok ganteng pulaaa ðŸ¤£ ceramah soal selingkuh bla bla bla, kelakuan sama aja. Udh slesai main Bapak2annya? ""Will yuu miri mii"" ðŸ˜‚",0
Yaa lumayan lah hasil kmrn podcstðŸ˜‚,0
pretttt bgt lo bang,0
PAHLAWAN KESIANGAN YEU,0
prettt bgt dah,0
Auto unfollðŸ™ðŸ»,0
"Jahat banget lu conk, ga ngaca sm mulut lo yg banyak omong di banyaknya media!",0
"kalau si erika hamil lagi, berarti sama yang ini dong ?",0
"Eh sumpah ya brav, aku padahal udah suka dari lo pertama kali muncul di podcast2,, kek orang yang bijaksana , lemah lembut, tanpa ada alasan mencintai,,, tp lo inget yaa ,, ini udah bawa2 baby andrew , kasian dia gatau2 apa2 liat mamanya disakitin orang kek elo yang berpura2 jd pahlawan. :) sabar yaa baby andrew @eri.carl",0
Udahan ya maen bapak-bapakannya,0
Sorry unfollow,1
CANCEL JUGAAAALHAA YUKKK EKWKKEKE,0
Gw unfollow ya asuuuuu.,0
"BANG LU GW UNFOL, GW NYESEL BGT DLU DH DUKUNG LU SMAA AJA LU SMA SEBELAH EELAHHHH",0
Sok-sokan ngomongin panda padahal sama aja,0
"yang awalnya datang kehidupan err buat jadi pahlawan, ternyataaa PRETTTT pada waktunya. kirain orang benar ternyataa preettt juga:"")",0
Drama cina,1
"Coooolllll",1
Ngangong ngagong ternyata sama ajaaa wkwk,0
Tau Tai gak pak tua ?,0
Dah gua langsung unfollowðŸ˜Œ,1
najis,0
aki-aki bukan sembarang aki-aki ya ges,1
"Aki aki pansos ..",0
"Playboy sok tobat, kagak bisa njir.. ðŸ˜‚",0
"main tipis""di garudagacor langsung wd 20 jt full senyum derr",1
PANSOS!!!!!!,0
"end end game, pretttttt ðŸ˜‚",0
Anj luu sok OKE GAK TAUNYA TAI JUGA!!!,0
Idihhhh cuihhhhhh,0
Aki aki,0
Huek cuiih cuih cuihh,0
karma lu wkwkw makanya jangan jahat,0
hokkk cuh,0
"minimal ganteng sama tinggi dulu baru nyakitin orang, muka pas pasan nyakitin ga kira kira ,ih di selingkuhin orang jelek sakitnya double sakit hati dan mata anj",0
"panda selingkuh its ok dia ganteng, lah elu busyett",0
Aki aki bangkotan,0
cina jawa di kuncir anting kpop ðŸ—¿,0
Si numpang tenar,0
Hueekkkkk cuihh,0
Jilat ludah sendiri,0
wkwkwk kaya permen karet lau manis di awal,0
"Emang gk cocok sm Erika, Erika kecantikan buat kamu ðŸ˜›",0
"ganteng kagak, muka kek aki aki",0
kriput,0
ga inget umurðŸ˜­,0
jidat lu lebar bego,0
"sok"" an banget kemarin ngebela erica skrg malah sama aja ga ada bedanya ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚",0
GANTENG LU BEGITU ?,0
Auto unfoll so cakep biasa aja padahal banyak gaya selingkuh,0
Mending cakep lu begitu muka pas pas an bego,0
Banyak tingkah,0
setan pun tepuk jidat lihat kelakuan ni orang,0
Real aki aki pansos kaga malu dahðŸ˜‚ðŸ˜‚,0
Udah tua tapi belum berhenti nakal ðŸ‘ ya emang dasarnya suka main cewe ampe bangkotan juga tetap begitu,0
Kita nobatkan menjadi Raja pret.!,0
tua bukannya ingat umur malah betingkah,0
Semua akan prett pada waktunya ðŸ¤£,0
KATAKAN PRET KATAKAN PRETTTTTT,0
"Unfollow lah, muak bgt ðŸ˜’ enakan liat @mister.aloy ama @karenoct_",0
KEREN BANGET ðŸ”¥,1
sampai kapan bang lu mau jdi cowok yg gak bisa anteng..dapet spek mbak er aj di selingkuhin apalagi lintang,0
"unfoll ah, udah ga menarik wkwk",0
Udah nahan buat No Comment tapiiiiiiiiiiii ih anjir kesel KAGA BERSYUKUR BANGET!!! Ga beda jauh sama si ðŸ¼ bjiirrrr lah fak kata gue teh,0
"Gaya doang tulus,tapi selingkuh",0
"Kamu Jahat bngt sih, jd sedih gwðŸ¥º",0
Gabisa komitmen ceunah,0
"udah kelar ya main pahlawan pahlawan nya ðŸ˜‚,emang cari sensasi dan biar nama nya naik doangðŸ˜‚",0
Pansos nya berhasilðŸ‘,0
Sorry gue unfol,1
sok ganteng banyak tingkah,0
idihhhh,0
Kontrak nya sudah habis jadi cerita nya dibuat selingkuh dan putus ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,0
Maap bgt unfoll,1
"minimal ganteng lah, udh aki aki bukannya tobat ga beda jauh kelakuan lu kayak si panda wkwk",0
1.4 jt pengikut nyaa apa yg di liat dari ni orang????,0
jelek banyak tingkah,0
Makanya semua akan prettt pada waktunya ðŸ¤£,0
Et dah ganteng banget dah ko,1
Keren om,1
Kak @bravyson.vconk anjirr lu kenapa slide 5 tu mukaa enduwww nempel di lu kak ðŸ¤£ðŸ¤£ btw sehat selalu kak ttp jadi sosok papa yg baik untuk enduuw dan mba err ( donâ€™t listen people say what about your life ) so proud of you !!,1
Cakep woe ðŸ˜ŽðŸ”¥,1
"Keberkahan, Keberlimpahan Dan Kemakmuran Selalu Bersama Diri Mu Masee Bravy..ðŸ˜‡ðŸ¤ðŸ”¥ðŸ’ª",1
Baby face begini dibilang aki akiðŸ˜­,1
Ko coba ganti model Rambut donkðŸ˜Ž,1
KerennnnðŸ‘,1
Aloy mana om,1
Mirip puantat,0
Ganteng banget sih calon suaminya mba @eri.carl,1
Hidungnya kek gagal filler bengkak dibawahðŸ˜‚ðŸ˜‚ðŸ˜‚,0
Always humble and inspired people Papi nya prince andrewðŸ˜ŽðŸ”¥,1
"vibes koko"" hongkong ðŸ¤•â™¥",1
"Klopun iya aki aki, aki aki mana yg cakeup begini gue tanyaðŸ˜­",1
Kakak brav ganteng sekaliðŸ”¥ðŸ”¥,1
Sok keren lho padahal dah tua,0
"Ahhh gilak lo jahat sih, kecewa.",0
Alamak najisnyee,0
"yang birahi doesennya yang disalahin mahasiswi nya, kok lucuðŸ˜‚",1
"namanya juga musang birahi, kalau tidak terpenuhi semua jadi kacau, ngamuk dia",0
lagi masuk musim kawin dosennya ,0
makanya kadang kami malas cerita karena kek gini,1
"di India kalau birahi pada salto, kalau di sini pada ngambek ya",1
"cabut dari tu kampus jangan lupa buat baliho dari isi chat wa nya terus pajang depan kampus, apakah ini ide bagus?ðŸ¤”",1
musim hujan jadi mudah birahi ,0
karena gabisa dapetin mahasiswa nya emosi dah si dosen,1
"mentang mentang megang kuasa, berasa jadi raja malah cosplay Firaun ðŸ˜‚",0
bulan November emang musim birahi ðŸ˜‚,1
otak siapa yang eror orang lain malah kena ,1
gitulah kalau merasa paling berkuasa ,0
najisnya dosen kayak gitu otak mesum ,0
"dosen gaji besar kan yaaa, beli lah paralonte kalo birahi selesai, malah ngakalin murid nya ancaman pake nilai ðŸ—¿ kimaak memang ",0
otak otak pdf emang kelainan bang,1
"hey ini di Ternate, kampus mana ituuu?",1
di UIN kalau dosen waras malah ga dikasih jam ngajar. Btw mahasiswa  juga banyak yang eror. emang kampus aneh itu,0
polisi harus gerak cepat ,1
"Bu ini kampus IAIN Ternate ada kasus dosen seperti ini Bu. berantas Bu yang menyimpang. dosen tenaga pendidik, masa menyimpang ke mahasiswa ",1
ngeri ya sekolah Islam malah jadi sarang musang birahi ,1
"patut dipertanyakan ke dosen nya, selain attitude, tanda baca, penulisan nyaa pun acakkadul",1
dosen nya gatalðŸ¤®ðŸ¤®,0
dipukul ini layaknya ,0
dosen sange ngetik sambil ngocok kali,0
"kenapa pindah kampus, kenapa tidak pihak dosennya di proses",1
di kampus gue ada dosen yang selalu manfaatin mahasiswa nya dan pilih kasih. salah satu dosen tiba-tiba kena speakup dari angkatan gue. lu tau ga imbas laporan satu orang jadi ancaman nilai C satu angkatan? nasib dosen cuma di omongin fakultas dan dosen lain. lu tau karena apa? karena dia punya power ,1
lu punya uang berapa? kok berani mau proses dosennya?,1
ini bukan dosen tapi Walid nak Dewi boleh??,0
hati hati demi nilai tinggi tapi Kamu harus diobok-obok ,1
"gak dosen, gak guru, gak isolop banyak birahinya, contoh nya istrinya gue dulu SMK juga di modusin begini ",0
parah parah ,1
"""ust"" ah sudahlah ",1
ustad itu panggilan saja. sama macam guru atau pendeta ,1
spill ustad nya mbak kita mau bimbingan skripsi ,0
Walid nak ela boleh?,0
birahi dibalik profesi ,0
akar kejahatan adalah nafsu ,1
bentar lagi bakal ada komen nyalahin cewek ,1
musang birahi ,0
"padahal dia ustad bukan dosen biasa, tapi chatnya dan ajakan nya sangat sangat tidak mencerminkan sebab mana ustad itu ",1
"gini nih curhat sama orang tua yang gak mau rugi dah bayar mahal, disuruh kita diem aja dan jaga diri baik-baik, pas anaknya bundir baru merengek ",0
"kayaknya disuruh diem itu hati-hati kak maksudnya, karena yang dihadepin tuh orang penting istilahnya kalo gak ada bukti nanti malah kita dikira mencemarkan nama baik",1
ealah... padahal orang tuanya udah bener suruh pindah kampus masih salah pun,1
lagi birahi doesennya ,0
"udah tidak kaget kalo di kalangan universitas, ya sekelas SMA aja banyak wkwkwk, intinya tiap lembaga pendidikan pasti ada aja yang kayak ginj",1
ngancengan,0
Halah paling drama,1
 rahasia umum ,1
kalo kedapatan dosen kayak gitu hukum rajam depan kampus ,1
jadi keinget waktu jaman kuliah dulu ada dosen yang suka sama temenku mana heboh banget lagi ,1
"panggilan ustad kelakuan kek bangsat, tapi udah ngga heran sih yang modelan begitu emang birahinya tinggi",0
"masih nyalahin baju, orang kalau nafsu sapi tetangga aja lewat ",1
udah dosen pun ternyata otaknya koaony,0
ustad? wow,1
bukan di IAIN Ternate? bertanya dengan nada lembut ,1
hati hati emang sekarang di kampus banyak yang melakukan penyalahgunaan kekuasaan entah rektor ataupun dosen apalagi hati hati untuk mahasiswi mahasiswi karena banyak kasus kek gituðŸ¥²,1
"jawab aja apa adanya sih, berterus terang apa adanya ",1
baru tau dosen dosen sekarang selain mengajar ternyata kurang ajar juga ya terlalu keseringan birahi otaknya agak ngelag ,0
efek miskin kali pengen kaya tapi bukan pengusaha jadi ngga bisa biayain ani ani,0
hey dosen idiot siapa ini dosen lokal aja belagu setengah mati. gue cocol congor lu pake ijazah Mulyono baru tau rasa lu!!,0
mana dipanggil ustad lagi ,1
"pasti dosennya jelek, coba ganteng ",1
"lapor ke komisi etik kampusnya kak, ini udah masuk dosa besar perguruan tinggi. hukumnya gak main main loh, NIDN dosennya bisa di blacklist sama  DIKTI",1
"info akun dosennya, pengen silahturahmi ",1
"spill dosennya lah, dipanggil ustad kelakuan kek iblis",0
ini beneran? foto mama papa nya kok pas foto?,1
cabul banget najis,0
spill kampus nya dong ,1
"aku pernah nanggapin, ku selidiki eh ternyata dosen itu sudah ber istri rupanya, hampir saja aku jadi orang ke 3",1
do aja kakðŸ”¥,1
Walid modus bimbingan ini mah ,0
keren juga foto mama papa nya latar merah kek mau daftar kerja ðŸ˜‚,1
jangan bilang dosennya masih umur 30 tahun kebawah? ,1
"dosen babi, pengen liat gue mukanya ",0
"datang ke mukanya bawa linggis, cokotin ke muka tuh si musang ",0
"dah kalo saya jadi orang tuanya, ku jemput jam 3 pagi itu guru macam gituðŸ—¿ siapa yang tega anaknya diperlukan begitu ",1
musang bigahiy,0
dosen nya birahi banget Nder?,0
ustad cabul anjing,0
"sebenarnya banyak oknum dosen kayak gini, cuma YttaðŸ‘€",1
"ngeri ihh, untung ngga Nemu dosen begini di kampus ku",1
Walid versi perdosenab,0
"jadi cantik juga serem ya, kadang cowok tuh ada aja obsesi banget sama kecantikan si cewek sampe kayak psikopat kalo ngejar ngejar ",1
"gue pernah ngalamin itu satu tahun lalu, dan berhenti masuk matkul sampe di DO dan sampean sekarang belum berani bilang sama siapapun ",1
horror banget ,1
"sholat paling depan, titid juga langsung ke depan ",0
up aja. biar jera itu si dosen ,1
emang paling enak kuliah di universitas swasta non agamis ,1
sakit banget dosen nya,0
najis nyooo dosen cabulll,0
dosen gini tuh banyak banget ðŸ˜­,0
ustad sangee,0
kelak anak mereka akan dijadikan seperti ini ,0
anjing-anjing neraka yang menyamar menjadi ustad ,0
mbaknya ini orang Jawa kuliah diluar Jawa gitu?,1
Lapor rektor ,1
info kampus dan akun ig dosen sange nya dong ,1
"nanti di ewe, lalu kalau bisa mereka menggilir. itu banyak terjadi di sekolah, kampus, dan pompwsy",1
idihhh musang birahi ,0
itu dosen apa predator mengerikan ,1
Ga ngerti lagi ya Allah,1
"Sunyi, senyap, sah.",1
