comment,sentiment
Rakyat yang mana... buktinya saya sebagai rakyat masih makan nasi.. dijaman pak harto saya malah mudah cari pekerjaan.. dan diera megawati pembuat outsorsing sabagai rakyat kami merasakan susah dapat pekerjaan dan masadepan pun makin tidak jelas,1
saya sebagai rayat biasa sakit hati dengan ucapan si ciptaning sudah menebar fitnah pada suharto yang saya hormati,1
oalaahh.. pak ...pak.. klo boleh milih lebih baik RI jgn sampe dipimpin oleh Alm. Soeharto,-1
"Mantaap biar kader PDIP, gak sewenang-wenang, meniru niru gaya bicara ketua umumnya si Nenek, Bpk Suharto itu tulus..Di akui atau tdk di hatiku Bpk Suharto tetaplah Pahlawan ðŸ‘â¤ï¸",1
Saya bersaksi bahwa bapak soeharto sangat teramat pantas dan negara harus wajib memberikan gelar pahlawan nasional kepada beliau. jasa-jasa beliau selama memimpin tidak bisa tergantikan.sesungguhnya Para kader PDIP itu sendirilah yang antek dan sarang palu arit,-1
"usut tuntas ucapan saudari ripka, suruh buktikan ucapan mereka, apa jasa mereka, baru jadi kader pdip bicara se enaknya",1
"pak harto ragamu tidak terlihat lagi, tapi pak Harto tetap di hati kami, Bapak pembangunan bapak yang cinta ulama, Bapak yang banyak bangun masjid seluruh nusantara Bapak harto yang merakyat negri aman sembako murah, rindu kala itu. alfatihah buat pk soeharto. ðŸ¤²ðŸ¤²ðŸ¤²",1
bagus biar tdk seenaknya ngomong pak suharto,1
sangat setuju kalo ciptaning di laporkan ke polis,-1
"pak Harto presiden terbaik, dari semua presiden indonesia.",1
jangan sampai rakyat yang menyukai pak harto ambil tindakan sama yang suka jelek-jelekin pak harto,-1
bagi orang cerdas dan jujur dan paham sejarah yang sebenar nya sejak tahun 65 pasti cinta ke pak suharto,1
PRESIDEN SOEHARTO ADALAH PAHLAWAN NASIONAL DAN PRESIDEN SOEHARTO ADALAH BAPAK PEMBANGUNAN.,1
"betul mas ,dituntut saja ,politikus harus santun dan nyata",-1
tuntut ciptaning dan pdip,-1
cocok bang.. maju terus... biar mrk tau etika dan tidak hanya men jelek2 an tokoh bangsa. mereka emang siapa,1
adil biar ga seenak jidatnya gomongðŸ‘ðŸ‘,1
politisi PDIP ini sudah seharusnya dilaporkan kepada pihak yang berwajib karena membuat pernyataan yang sangat mencederai keluarga besar almarhum bapak Soeharto,-1
Penjarakan,-1
kalau.perlu penjarakan seumur hidup,-1
betul penjarakan se umur hidup gerwani nyata itu..,-1
Soeharto tetap di hati,1
"pak Soeharto bapak pembangunan,kalo tanpa beliau kita tidak seperti sekarang",1
laporkan dan penjarakanðŸ‘ðŸ‘ðŸ‘ðŸ‘,-1
bapak Presiden Ke 2 Soeharto adalah Presiden terbaik dia peduli rakyat mensejahtrakan masyarakat negara aman aman memakmutkan petani meningkatkan pendidikan,1
saya rasakan jaman bapak Suharto sangat adem ayem,1
isu pahlawan nasional bisa memancing mereka keluar . mantap pak prabowo,1
dia masih sakit hati dia itu kan anak turunan pki,-1
pak Harto lebih pantas jadi pahlawan nasional,1
mantap sdh ini yg saya mau dengar ayoo pak laporkan dan tangkap mereka biar dia rasakan juga namax jeruji penjara,-1
Proses hukum.....biar Dia tau rasa,-1
Tangkap segera,-1
Ternyata yang downfall siapa gesssss??? Beliau?,1
mau dipaksain positif vibes juga gabisa rul.,-1
eh zize bapak lu noh lg bersih2 nama elu,-1
Bro merasa dirinya Ariel tatum ðŸ˜­,-1
ayah zize nyindir arhan,1
"Ga ada yang editin, jadi edit sendiri ðŸ˜­",1
"aku nemu foto ini, yaallah ngakak bangetðŸ˜­",1
"udah ada temennya tuh zah, Jule sama nisaðŸ˜­",1
MUKA GA SEBERAPA NYAKITIN NYA GA KIRA KIRA NURUL NURUL,-1
ANAK ABI LC,-1
"zize,jule,nisa,luthfi,bikin gc sana",1
"idiiiiiihhhhh hueegggg, muka aal mewakili banget ðŸ˜­ðŸ˜­ðŸ˜­",1
downfall era rul? definisi makan ludah sendiri hahahaha,-1
Pada biadab semua termasuk lu zize,-1
Nurul mallu ga sii ditolak hampir seindonesiaðŸ™ˆðŸ™ˆ,-1
"semangat kak,kamu sendirianðŸ˜š",-1
BERANI BGT NONGOL DI FYP GUEEEE NURUUULLL,-1
vibe nya udh beda mau sepositif apapun itu,1
HAL TERSIAL ARHAN ADALAH MENIKAH SAMA KAMU!,-1
kalo bukan arhan gw gak tau dia siapa ðŸ™ƒ,-1
"aura nya ituloh, aur auran ðŸ¥°",-1
masih berani upload foto dia,-1
Heran banget masih ada yg bela nurul kenyataannya kelakuannya kyk gitu kenapa tutup mata sih,-1
tenang zah kamu sendirian kok:),-1
cuihhh,-1
Kalian minggir dulu !,1
nurul : makasiiyyy ya jul berkat lu berita gw tenggelemðŸ˜‚,1
aura negatif nya kuat bngt,-1
kalau ga karna arhan gatau zize,-1
PUAS BGT BACAIN KOMEN ðŸ¤£ðŸ™ðŸ»,1
aura jablai nya kuat bgt,-1
Yang ngomong dalam hati dicatat juga yaa ðŸ˜­ðŸ™,1
"percuma dihujat gabakal di dengerin gess, dia punya uang ðŸ’¸",-1
"ngapain hi hi , org ga kenalðŸ˜­",-1
semoga arahan dapat wanita yg baik2 dan tulus..,1
zize anjjjjðŸ˜­,-1
"kalian pada kenapa sih, dia udh berusaha jadi yang terbaik kok tapi tetep gabisa",-1
the power of ratu iclik,1
gamau maapin semua salah lo:(,-1
padahal arhan yang bantu sampe kaya gini,1
hok cuhh,-1
masyaallah cantikkk banget Pratama Arhan punya IstriðŸ˜Š,1
sebel ga sih ges?,1
kak masyaallah nggak cape apa cantik terus,1
Gua kalo mau temenan keknya mikir2 dah wkwkwk tkt bgt ngembat suami,-1
pret,-1
berani ya dia,1
komennya beneran mewakili ðŸ˜‚,1
Arhan sebaik itu loh kaaâ€¦.,1
nyakitin nya luar biasa,-1
kalian aja deh yg ngomongðŸ˜£,1
vibes nya istri idaman bgt yaa,1
kenapa gak minta aku yg editin video nya zuyy?ðŸ¤­,1
dh masuk grup blm zah?,1
"kalo emg pernikahan mereka karna perjodohan, sebaik apapun pasangan kalo emng masih mau bebas ya ttp mau bebas guysðŸ™‚ ga semua nya bisa di samakanðŸ™‚ðŸ™",-1
"kalau bukan karna nikah Ama arhan ga bakalan tau lu siyapa..tapi happy trs yah zize jalan kalain memang udah masing"" tapi mungkin emng ini terbaik buat kaliyan",1
berani2ny lewat fyp guaa,-1
"hello ka zize semangat untuk hari-harinya. jadilah dirimu di versi tebaikmu ka, tanpa harus memikirkan ucapan seseorang yg Tidak tahu dengan isi hatimu. ðŸ˜‡",1
sehat sehat zizeâ¤,1
Julee harus belajar dri zize,1
cantik terus zize ðŸ˜âœ¨,1
"nggak akun nisa nggak zize, isinya hujatan semuaðŸ˜",1
"GUE PERNAH KETEMU ASLINYA ZIZE, CAKEPAN GUEEEE JAUHHHðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ ASLINYA EMH LBH CKEP DRI VIDEO TP STANDARRRRR AJAAA",-1
fans arhan dan fans zz akur ulang yah kalianðŸ˜‚,1
Tim gatau zize kalo gasama arhan wkwk,-1
saya masih di tim zize walaupun yg lain menghujat ... Krn pasti ada alasan berpisah. tak mungkin ada api klau ngak ada asap ðŸ¥°... semangat,1
semangatt zizeeeeðŸ¥°,1
proud of u zah aku tau km kuat â¤,1
"positif vibes bgt,sumpah boongðŸ™ðŸ»ðŸ˜­",-1
kalo bukan karna arahan juga gue ga tau lu Nurul,-1
siapa yang downfall?,1
cung yang tau dia gara2 nikah sama arhannðŸ‘†,-1
Gapernah gua semuak ini liat artis yg bukan artis,-1
haii kaa semangattt yahh akuu disiniiiðŸ¤ðŸ¤akuu nge fans arhan tapi ga ngebencii kaka and ga nge hujat kakaðŸ–¤ðŸ–¤ðŸ¤ðŸ¤â¤ðŸ’—ðŸ’—ðŸ’“ðŸ’“ðŸ’ž,1
HOOOOKKKKKKKK CUIHH...,-1
Cantik,1
INTINYA HIDUP LO HARUS NGERTI BERSYUKUR NENGG,-1
"ehh cantikuu lewat, sehat2 yaa zizuunya akuuuðŸ¥°ðŸ¥°ðŸ¥°",1
sehat2 Neng ðŸ˜‡ðŸ©µ,1
"semngat cantik.. ayo bangkit zah kmblikan snyummu,ceriamu, kbhgiaan mmanantimu..ðŸ¥°ðŸ¥°",1
semangat trus yh zahh,1
followers berkurang jah,1
cantikðŸ¥°,1
Kalian yg wakilkanðŸ™,1
masyaallah cantik banget kaka,1
cantik banget ciiiðŸ˜,1
kak cntikkk bgtt,1
"Lu aja semua yang ngomong, gua mau silent treatment dlu",1
cuihhh,-1
cantik amatðŸ’—,1
hok cuh,-1
Artis tahun kapan?ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»,-1
cantiknya zizah,1
ga ada positive positive nya,-1
gamau lihat,1
Cantikkk ðŸ©·ðŸ©·,1
kuat-kuat ya zize,1
Sakit jiwa,-1
Berasa korban banget,-1
"Kalo ga sma arhan,kita ga tau kamu siapa kakðŸ˜…",-1
NGAPAIN SI SEGALA LEWAT,-1
Tapi emg lintang mantep bgt sih,1
"""erica tuh endgame gw"" PREEEEETTTT",-1
Ini pret nya kecepetan nggasi ðŸ˜­,-1
"aloy "" ntar kalo vconk nyakitin erika ,gw maju paling depan buat erika "" keadaan aloy sekarang =",-1
"""when i start i never stop"" prettttttttðŸ—¿ðŸ—¿",-1
"gue berprinsip kalo kita nemuin pasangan di tempat ga bener, bakal ga bener juga endingnyaðŸ˜”",-1
MANA NIH YANG MINTA DI SISAIN COWO SPEK BRAVY HAHAHAHAHA,-1
"""gaboleh punya org"" wkwk udahtau tp masi direspon heran deh",1
siapa disini yg ga kaget?ðŸ¤£ðŸ™,1
"kata gue ape, yg tulus cuma penyanyi ðŸ˜­",-1
MALU ANJIR MALUUU banget kalau gue jadi erikaaaðŸ˜­,-1
2025 full cowoâ€ ketahuan selingkuhðŸ˜­ðŸ˜­,1
pngn muntah keinget podcastnya di deny cagur,-1
kontrak selesai dan mission failed ðŸ˜¬ðŸ˜…,1
"emang cuma settingan mereka tuh,cuma pengen jatohin si pandaðŸ˜",-1
dia cuma mau balas dendam sama dj pandaðŸ˜…,-1
"mau"" nya lagi si lintang sama aki akiðŸ¤£",-1
"orang anaknya Erika mirip Bravy,,,kasian si Panda dituduh",-1
"emg kmren ada masalah personal sama panda aja itu kesempatan buat dia ngikut, aslinya mah ga beda jauhðŸ¤£",-1
lintang kan udah ada cowooo. ngadi ngadi nih berita,1
"""jule menambah kan bravy ke grup""",1
Malu gasih ðŸ˜­,-1
berarti cowo tulus tu gaada yaðŸ¥º,1
Emang mantap sih lintang,1
HAYOO LO SEMUA YG MINTA CWO KAYA BRAVY MUNCUL ðŸ¤£ðŸ¤£,-1
Untung yg terkenal aloy bukan dia ðŸ¤£,-1
"dari Erica, Bravy, Panda gua cuma suka liat Edward ajaðŸ¤£ðŸ¤£",1
apa kabar fans Bravy ðŸ˜,-1
"udah bawa satu sirkel buat sindir sindiri si ono,malah yang ini mirip mirip,jangan jangan itu anaknya bravy bukan panda hmmmðŸ¤”",-1
"dari lingkungannya aja kelihatan semua modelan kyak apa wkwk, ga terkejut klo ada berita2 negative diborong sama circle lingkungannya",-1
Dan parahnya lagi si lintang yang di salahin jadi selingkuhan sama netizen@Aview,1
cowokÂ² begitu ngarepin apasi?ðŸ˜‚ ga kaget,-1
Settingan ga si,1
"si bravy mah numpang eksis doang ke mba erðŸ˜‚, itu udh jdi niat si mnurutku.
ku lihat mba er juga ga trlalu mikirin hal kyk gitu,lebih fokus ke karir apalgi skrg udh ada andrew ,org2 problematic tinggal cut off aja",-1
PRETTT LU BRAVY MUNGKIN NGELAMAR BUAT BAIK BAIKKN AJA YAA KMRIN,-1
udah ada cwo itu si lintang tmn gw,1
densu dan om dedi pasti lagi muak bgtðŸ¤£ðŸ‘ðŸ»,-1
trus maksudnya ngelamar itu apaan yaa bambangðŸ˜­,-1
fans fomo pahlawan pada kaget pasti padahal Meraka aja yg fomo yg ngira dia org bener ðŸ¤£ðŸ¤£,-1
Langian ngapain percaya aki2ðŸ¤£,-1
arap yang udh nangis terharu bilek ðŸ—¿,1
DJ panda pasti ketawa terbahak-bahakÂ²,1
"Knp yaa artis2 hidup nya penuh dramaðŸ˜­ðŸ˜­ awal romastis, ngelamar lah, kepingin jdi garda terdepan , ujung2 nya beginiðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…",1
pahlawan is over kah ðŸ˜­,-1
Target sudah tercapai dia hanya ingin balas dendam mengebu2 ke panda lewat si er setelah semua hancur kan di tinggal si er nya .,-1
Mana nih yg sempet bandingin lamaran nya erbra sama elsyifðŸ˜‚,1
malu bgt pernah dukung bravyðŸ˜­ðŸ˜­,-1
Setingan aja sih selama ini ðŸ˜…,1
mana nih yg kemarin-kemarin minta di sisain cowo kyk bravyðŸ˜­,-1
gw lega banget erica gak sma aki aki njirrrr,-1
HAHAHAHAHAH INI END NYA KAH? ATAU MASIH ADA EPISODE NYA?,1
podcast sana sini ehðŸ¤£,-1
yaaa namanya juga nemu ditempat yang sama disitu2 juga brave sama panda wkwkwkk pasti gak beda jauhh dunia gitu samaâ˜ºâ˜º,-1
"aloy :ntar kalau sampe dia nyakitin erika gua maju paling depan
aloy : Menghilang dari line",-1
densu dan om dedi pasti lagi muak bgtðŸ¤£ðŸ‘ðŸ»,-1
lintang seumuran sama gua,1
"fans nya akiÂ² tutup mata, kata nya gantle man mengakui kesalahan nya lah iya si cewe sengaja cepuin coba kl kaga pasti diemÂ² bae HAHAHAH",-1
secepat ini pretnya bjir,-1
Keknya kalo jadi erika lebih ke malu gasi drpd sakit hatiðŸ˜­,-1
lagian cewe nya mau respon dah tau dua pasangan itu lagi gempar2nya ðŸ¤£,-1
lgian jg bravy kek numpang tenar gt gksi,-1
kontrak pahlawan nya udah selesai,1
si lintang juga ngerespon lgi wkwk pdhl dia kan udh punya cwoðŸ˜‚,-1
DJ Panda gua rasa ketawa ngakak cekikikan liat berita ini,1
mana yang pernah bilang sisakan satu laki laki seperti bravyðŸ—¿,-1
gak kaget krna dr awalll udhh tauu pastii kyk gnii berakhrðŸ˜‚,-1
berita tergapenting :),1
Percayalah yng tiba tiba ngak suka ini sebenarnya fans aslinyaðŸ—¿,-1
mkanya aloy bilang nikahNya nggu bravy nikah krn dy tau bravy seperti apa,-1
"Wahh penting banget nih berita, bisa ngasih makan gua dan keluarga. Makasih yah",1
cowo kalo setia mati kh?,1
Kmren kan akal akalan dia supaya panda jatohðŸ¤£,-1
Bener kata aloy kalo bravy gabakal nikahðŸ˜‚,-1
HIDUP PENUH DENGAN SETTINGAN,-1
"Katakan pretttt, semua akan pretttt",-1
"semangat Ko Bravy, aku tau maksud dari DRAMA ini, keren Ko Brav",1
"kemarin pada muji2 si aki2 skrng pasti pada ngehujat habis2an , ga kagetlahðŸ¤£ðŸ¤£",-1
kata gua sih emang udah di setting dari awalðŸ˜†,-1
"yapp, semua akan pret pada waktunya",-1
Kocakk pahlawan kesianganðŸ˜­,-1
serius pret nyaa secepat inii??!ðŸ˜­ðŸ˜­,-1
dasar aki aki,-1
modelan kaya gitu dipercaya aja udah ngakak ðŸ˜­,-1
"buat apa ganteng kalau gak bertanggung jawabðŸ˜…
anjayy ga tuh skrg netizan yg dulu mengagungÂ²kan superhero satu iniðŸ˜",-1
hari hari liat orang selingkuh,1
apa yg mau diharapkan wkwkwk,-1
gamau tau dan ga peduliðŸ˜­,1
wkwk pahlawan pahlawanannya udah selesai,-1
apa yang di harapkan sama cwo club?,-1
yah pdhl sicowo udah dibangga2in,-1
katakan PREEETTT!,-1
yang kaya gini di kasih panggung terus buset dah,-1
ga penting bgt,1
"ingat yaaa, bravy kan musuhnya beliau, situ berharap apa?",-1
"Wkwkwk ga heran, org dunia malam mana bs dipercaya",-1
bravy lu se ganteng apa dah busett,-1
Kmrn siapa hayo yg bilang bravi tulus hayo dia blm ketauan aja guys,-1
dari awal udh gaenak badanðŸ™,1
dari awal juga udah nyangka gabakal nikah sama si hamil,-1
Rencana jatuhin panda gagal ya rubah rencana lagi,-1
Biasalah dunia malamðŸ˜‚,-1
So ganteng lu bravy!!!,-1
"""Erica endgame gue"" inget tidak lu ngomong gitu brav",1
ok mari kita unfoll,1
Anjir gakebayang se trauma apa erika sama percintaannya,1
PANSOSNYA SUKSES WKAKAKA,-1
"Udh tua sok ganteng pulaaa ðŸ¤£ ceramah soal selingkuh bla bla bla, kelakuan sama aja. Udh slesai main Bapak2annya? ""Will yuu miri mii"" ðŸ˜‚",-1
Yaa lumayan lah hasil kmrn podcstðŸ˜‚,-1
pretttt bgt lo bang,-1
PAHLAWAN KESIANGAN YEU,-1
prettt bgt dah,-1
Auto unfollðŸ™ðŸ»,-1
"Jahat banget lu conk, ga ngaca sm mulut lo yg banyak omong di banyaknya media!",-1
"kalau si erika hamil lagi, berarti sama yang ini dong ?",-1
"Eh sumpah ya brav, aku padahal udah suka dari lo pertama kali muncul di podcast2,, kek orang yang bijaksana , lemah lembut, tanpa ada alasan mencintai,,, tp lo inget yaa ,, ini udah bawa2 baby andrew , kasian dia gatau2 apa2 liat mamanya disakitin orang kek elo yang berpura2 jd pahlawan. :) sabar yaa baby andrew @eri.carl",-1
Udahan ya maen bapak-bapakannya,-1
Sorry unfollow,1
CANCEL JUGAAAALHAA YUKKK EKWKKEKE,-1
Gw unfollow ya asuuuuu.,-1
"BANG LU GW UNFOL, GW NYESEL BGT DLU DH DUKUNG LU SMAA AJA LU SMA SEBELAH EELAHHHH",-1
Sok-sokan ngomongin panda padahal sama aja,-1
"yang awalnya datang kehidupan err buat jadi pahlawan, ternyataaa PRETTTT pada waktunya. kirain orang benar ternyataa preettt juga:"")",-1
Drama cina,1
"Coooolllll",1
Ngangong ngagong ternyata sama ajaaa wkwk,-1
Tau Tai gak pak tua ?,-1
Dah gua langsung unfollowðŸ˜Œ,1
najis,-1
aki-aki bukan sembarang aki-aki ya ges,1
"Aki aki pansos ..",-1
"Playboy sok tobat, kagak bisa njir.. ðŸ˜‚",-1
"main tipis""di garudagacor langsung wd 20 jt full senyum derr",1
PANSOS!!!!!!,-1
"end end game, pretttttt ðŸ˜‚",-1
Anj luu sok OKE GAK TAUNYA TAI JUGA!!!,-1
Idihhhh cuihhhhhh,-1
Aki aki,-1
Huek cuiih cuih cuihh,-1
karma lu wkwkw makanya jangan jahat,-1
hokkk cuh,-1
"minimal ganteng sama tinggi dulu baru nyakitin orang, muka pas pasan nyakitin ga kira kira ,ih di selingkuhin orang jelek sakitnya double sakit hati dan mata anj",-1
"panda selingkuh its ok dia ganteng, lah elu busyett",-1
Aki aki bangkotan,-1
cina jawa di kuncir anting kpop ðŸ—¿,-1
Si numpang tenar,-1
Hueekkkkk cuihh,-1
Jilat ludah sendiri,-1
wkwkwk kaya permen karet lau manis di awal,-1
"Emang gk cocok sm Erika, Erika kecantikan buat kamu ðŸ˜›",-1
"ganteng kagak, muka kek aki aki",-1
kriput,-1
ga inget umurðŸ˜­,-1
jidat lu lebar bego,-1
"sok"" an banget kemarin ngebela erica skrg malah sama aja ga ada bedanya ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚",-1
GANTENG LU BEGITU ?,-1
Auto unfoll so cakep biasa aja padahal banyak gaya selingkuh,-1
Mending cakep lu begitu muka pas pas an bego,-1
Banyak tingkah,-1
setan pun tepuk jidat lihat kelakuan ni orang,-1
Real aki aki pansos kaga malu dahðŸ˜‚ðŸ˜‚,-1
Udah tua tapi belum berhenti nakal ðŸ‘ ya emang dasarnya suka main cewe ampe bangkotan juga tetap begitu,-1
Kita nobatkan menjadi Raja pret.!,-1
tua bukannya ingat umur malah betingkah,-1
Semua akan prett pada waktunya ðŸ¤£,-1
KATAKAN PRET KATAKAN PRETTTTTT,-1
"Unfollow lah, muak bgt ðŸ˜’ enakan liat @mister.aloy ama @karenoct_",-1
KEREN BANGET ðŸ”¥,1
sampai kapan bang lu mau jdi cowok yg gak bisa anteng..dapet spek mbak er aj di selingkuhin apalagi lintang,-1
"unfoll ah, udah ga menarik wkwk",-1
Udah nahan buat No Comment tapiiiiiiiiiiii ih anjir kesel KAGA BERSYUKUR BANGET!!! Ga beda jauh sama si ðŸ¼ bjiirrrr lah fak kata gue teh,-1
"Gaya doang tulus,tapi selingkuh",-1
"Kamu Jahat bngt sih, jd sedih gwðŸ¥º",-1
Gabisa komitmen ceunah,-1
"udah kelar ya main pahlawan pahlawan nya ðŸ˜‚,emang cari sensasi dan biar nama nya naik doangðŸ˜‚",-1
Pansos nya berhasilðŸ‘,-1
Sorry gue unfol,1
sok ganteng banyak tingkah,-1
idihhhh,-1
Kontrak nya sudah habis jadi cerita nya dibuat selingkuh dan putus ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,-1
Maap bgt unfoll,1
"minimal ganteng lah, udh aki aki bukannya tobat ga beda jauh kelakuan lu kayak si panda wkwk",-1
1.4 jt pengikut nyaa apa yg di liat dari ni orang????,-1
jelek banyak tingkah,-1
Makanya semua akan prettt pada waktunya ðŸ¤£,-1
Et dah ganteng banget dah ko,1
Keren om,1
Kak @bravyson.vconk anjirr lu kenapa slide 5 tu mukaa enduwww nempel di lu kak ðŸ¤£ðŸ¤£ btw sehat selalu kak ttp jadi sosok papa yg baik untuk enduuw dan mba err ( donâ€™t listen people say what about your life ) so proud of you !!,1
Cakep woe ðŸ˜ŽðŸ”¥,1
"Keberkahan, Keberlimpahan Dan Kemakmuran Selalu Bersama Diri Mu Masee Bravy..ðŸ˜‡ðŸ¤ðŸ”¥ðŸ’ª",1
Baby face begini dibilang aki akiðŸ˜­,1
Ko coba ganti model Rambut donkðŸ˜Ž,1
KerennnnðŸ‘,1
Aloy mana om,1
Mirip puantat,-1
Ganteng banget sih calon suaminya mba @eri.carl,1
Hidungnya kek gagal filler bengkak dibawahðŸ˜‚ðŸ˜‚ðŸ˜‚,-1
Always humble and inspired people Papi nya prince andrewðŸ˜ŽðŸ”¥,1
"vibes koko"" hongkong ðŸ¤•â™¥",1
"Klopun iya aki aki, aki aki mana yg cakeup begini gue tanyaðŸ˜­",1
Kakak brav ganteng sekaliðŸ”¥ðŸ”¥,1
Sok keren lho padahal dah tua,-1
"Ahhh gilak lo jahat sih, kecewa.",-1
Alamak najisnyee,-1
"yang birahi doesennya yang disalahin mahasiswi nya, kok lucuðŸ˜‚",1
"namanya juga musang birahi, kalau tidak terpenuhi semua jadi kacau, ngamuk dia",-1
lagi masuk musim kawin dosennya ,-1
makanya kadang kami malas cerita karena kek gini,1
"di India kalau birahi pada salto, kalau di sini pada ngambek ya",1
"cabut dari tu kampus jangan lupa buat baliho dari isi chat wa nya terus pajang depan kampus, apakah ini ide bagus?ðŸ¤”",1
musim hujan jadi mudah birahi ,-1
karena gabisa dapetin mahasiswa nya emosi dah si dosen,1
"mentang mentang megang kuasa, berasa jadi raja malah cosplay Firaun ðŸ˜‚",-1
bulan November emang musim birahi ðŸ˜‚,1
otak siapa yang eror orang lain malah kena ,1
gitulah kalau merasa paling berkuasa ,-1
najisnya dosen kayak gitu otak mesum ,-1
"dosen gaji besar kan yaaa, beli lah paralonte kalo birahi selesai, malah ngakalin murid nya ancaman pake nilai ðŸ—¿ kimaak memang ",-1
otak otak pdf emang kelainan bang,1
"hey ini di Ternate, kampus mana ituuu?",1
di UIN kalau dosen waras malah ga dikasih jam ngajar. Btw mahasiswa  juga banyak yang eror. emang kampus aneh itu,-1
polisi harus gerak cepat ,1
"Bu ini kampus IAIN Ternate ada kasus dosen seperti ini Bu. berantas Bu yang menyimpang. dosen tenaga pendidik, masa menyimpang ke mahasiswa ",1
ngeri ya sekolah Islam malah jadi sarang musang birahi ,1
"patut dipertanyakan ke dosen nya, selain attitude, tanda baca, penulisan nyaa pun acakkadul",1
dosen nya gatalðŸ¤®ðŸ¤®,-1
dipukul ini layaknya ,-1
dosen sange ngetik sambil ngocok kali,-1
"kenapa pindah kampus, kenapa tidak pihak dosennya di proses",1
di kampus gue ada dosen yang selalu manfaatin mahasiswa nya dan pilih kasih. salah satu dosen tiba-tiba kena speakup dari angkatan gue. lu tau ga imbas laporan satu orang jadi ancaman nilai C satu angkatan? nasib dosen cuma di omongin fakultas dan dosen lain. lu tau karena apa? karena dia punya power ,1
lu punya uang berapa? kok berani mau proses dosennya?,1
ini bukan dosen tapi Walid nak Dewi boleh??,-1
hati hati demi nilai tinggi tapi Kamu harus diobok-obok ,1
"gak dosen, gak guru, gak isolop banyak birahinya, contoh nya istrinya gue dulu SMK juga di modusin begini ",-1
parah parah ,1
"""ust"" ah sudahlah ",1
ustad itu panggilan saja. sama macam guru atau pendeta ,1
spill ustad nya mbak kita mau bimbingan skripsi ,-1
Walid nak ela boleh?,-1
birahi dibalik profesi ,-1
akar kejahatan adalah nafsu ,1
bentar lagi bakal ada komen nyalahin cewek ,1
musang birahi ,-1
"padahal dia ustad bukan dosen biasa, tapi chatnya dan ajakan nya sangat sangat tidak mencerminkan sebab mana ustad itu ",1
"gini nih curhat sama orang tua yang gak mau rugi dah bayar mahal, disuruh kita diem aja dan jaga diri baik-baik, pas anaknya bundir baru merengek ",-1
"kayaknya disuruh diem itu hati-hati kak maksudnya, karena yang dihadepin tuh orang penting istilahnya kalo gak ada bukti nanti malah kita dikira mencemarkan nama baik",1
ealah... padahal orang tuanya udah bener suruh pindah kampus masih salah pun,1
lagi birahi doesennya ,-1
"udah tidak kaget kalo di kalangan universitas, ya sekelas SMA aja banyak wkwkwk, intinya tiap lembaga pendidikan pasti ada aja yang kayak ginj",1
ngancengan,-1
Halah paling drama,1
 rahasia umum ,1
kalo kedapatan dosen kayak gitu hukum rajam depan kampus ,1
jadi keinget waktu jaman kuliah dulu ada dosen yang suka sama temenku mana heboh banget lagi ,1
"panggilan ustad kelakuan kek bangsat, tapi udah ngga heran sih yang modelan begitu emang birahinya tinggi",-1
"masih nyalahin baju, orang kalau nafsu sapi tetangga aja lewat ",1
udah dosen pun ternyata otaknya koaony,-1
ustad? wow,1
bukan di IAIN Ternate? bertanya dengan nada lembut ,1
hati hati emang sekarang di kampus banyak yang melakukan penyalahgunaan kekuasaan entah rektor ataupun dosen apalagi hati hati untuk mahasiswi mahasiswi karena banyak kasus kek gituðŸ¥²,1
"jawab aja apa adanya sih, berterus terang apa adanya ",1
baru tau dosen dosen sekarang selain mengajar ternyata kurang ajar juga ya terlalu keseringan birahi otaknya agak ngelag ,-1
efek miskin kali pengen kaya tapi bukan pengusaha jadi ngga bisa biayain ani ani,-1
hey dosen idiot siapa ini dosen lokal aja belagu setengah mati. gue cocol congor lu pake ijazah Mulyono baru tau rasa lu!!,-1
mana dipanggil ustad lagi ,1
"pasti dosennya jelek, coba ganteng ",1
"lapor ke komisi etik kampusnya kak, ini udah masuk dosa besar perguruan tinggi. hukumnya gak main main loh, NIDN dosennya bisa di blacklist sama  DIKTI",1
"info akun dosennya, pengen silahturahmi ",1
"spill dosennya lah, dipanggil ustad kelakuan kek iblis",-1
ini beneran? foto mama papa nya kok pas foto?,1
cabul banget najis,-1
spill kampus nya dong ,1
"aku pernah nanggapin, ku selidiki eh ternyata dosen itu sudah ber istri rupanya, hampir saja aku jadi orang ke 3",1
do aja kakðŸ”¥,1
Walid modus bimbingan ini mah ,-1
keren juga foto mama papa nya latar merah kek mau daftar kerja ðŸ˜‚,1
jangan bilang dosennya masih umur 30 tahun kebawah? ,1
"dosen babi, pengen liat gue mukanya ",-1
"datang ke mukanya bawa linggis, cokotin ke muka tuh si musang ",-1
"dah kalo saya jadi orang tuanya, ku jemput jam 3 pagi itu guru macam gituðŸ—¿ siapa yang tega anaknya diperlukan begitu ",1
musang bigahiy,-1
dosen nya birahi banget Nder?,-1
ustad cabul anjing,-1
